M_With,M_Without,F_With,F_Without,All_With,All_Without,FIPS
74195,7804,77981,7386,152176,15190,39089
19176,3129,20589,2276,39765,5405,39091
130768,13366,141653,10783,272421,24149,39093
183219,25409,203622,18716,386841,44125,39095
16709,2312,18209,1293,34918,3605,39097
98779,11550,109376,9338,208155,20888,39099
25849,3294,27630,3027,53479,6321,39101
79425,6220,82372,5707,161797,11927,39103
9951,1527,10483,1304,20434,2831,39105
18786,1591,18863,1252,37649,2843,39107
45696,4834,48031,4148,93727,8982,39109
6389,842,6423,747,12812,1589,39111
221306,31005,249399,23700,470705,54705,39113
6195,1159,6417,954,12612,2113,39115
15638,1728,15715,1616,31353,3344,39117
36412,4893,39884,3967,76296,8860,39119
5243,646,5432,657,10675,1303,39121
18685,1501,19028,1519,37713,3020,39123
8635,838,8773,817,17408,1655,39125
16107,1826,15993,1823,32100,3649,39127
23689,2254,24408,2016,48097,4270,39129
11707,2310,12640,1357,24347,3667,39131
71543,7060,75801,6452,147344,13512,39133
18511,2018,18795,2029,37306,4047,39135
16179,831,16121,790,32300,1621,39137
49703,6482,53371,6270,103074,12752,39139
31008,4216,33149,3191,64157,7407,39141
26820,2648,27470,2397,54290,5045,39143
31964,4628,34529,4037,66493,8665,39145
25100,2377,25497,1961,50597,4338,39147
22360,2057,22913,1377,45273,3434,39149
161717,18295,175145,15018,336862,33313,39151
232858,27322,255090,21505,487948,48827,39153
85163,12942,94128,10463,179291,23405,39155
39847,5517,41619,4711,81466,10228,39157
23304,1945,23504,1475,46808,3420,39159
12572,1307,13315,1101,25887,2408,39161
5730,896,5921,614,11651,1510,39163
98462,6599,103216,5654,201678,12253,39165
26597,3277,28123,2685,54720,5962,39167
48314,8351,49904,7723,98218,16074,39169
16155,1681,17156,1254,33311,2935,39171
58179,4587,61220,3660,119399,8247,39173
9865,1105,10393,840,20258,1945,39175
7818,3227,8131,2961,15949,6188,40001
2091,355,1982,294,4073,649,40003
4620,1271,5148,1433,9768,2704,40005
2319,347,2318,467,4637,814,40007
9006,1957,8870,1800,17876,3757,40009
3144,469,3941,527,7085,996,40011
16794,4402,18231,4136,35025,8538,40013
10739,3495,10819,3197,21558,6692,40015
54096,6921,57233,6067,111329,12988,40017
18995,4017,20961,3842,39956,7859,40019
18034,5459,18325,5702,36359,11161,40021
5331,1895,5919,1797,11250,3692,40023
950,204,996,168,1946,372,40025
113205,16326,119149,14496,232354,30822,40027
2095,743,2242,666,4337,1409,40029
44938,8863,50108,8306,95046,17169,40031
2377,585,2497,531,4874,1116,40033
5675,1233,5666,1430,11341,2663,40035
28847,5822,29842,5449,58689,11271,40037
11710,2539,11990,2291,23700,4830,40039
16145,4162,16743,3980,32888,8142,40041
2008,415,2034,302,4042,717,40043
1793,244,1874,184,3667,428,40045
24926,4571,26885,3714,51811,8285,40047
11088,2352,11481,2294,22569,4646,40049
22055,4218,22808,3956,44863,8174,40051
2010,177,1982,270,3992,447,40053
2078,458,2015,490,4093,948,40055
1104,235,1257,164,2361,399,40057
1568,307,1643,232,3211,539,40059
4857,1485,4929,1510,9786,2995,40061
4591,1275,4939,1300,9530,2575,40063
9811,1887,10682,2080,20493,3967,40065
2425,695,2433,636,4858,1331,40067
4257,1055,4298,1292,8555,2347,40069
18064,4099,19228,3530,37292,7629,40071
6676,903,6395,1169,13071,2072,40073
3787,676,3804,836,7591,1512,40075
4119,1194,4221,1032,8340,2226,40077
18447,5735,19478,5085,37925,10820,40079
14153,2800,14337,2813,28490,5613,40081
18313,3563,19275,2987,37588,6550,40083
3860,847,4177,694,8037,1541,40085
15556,2496,15845,2338,31401,4834,40087
12335,3672,12912,3806,25247,7478,40089
7958,1904,8188,1922,16146,3826,40091
3355,473,3344,464,6699,937,40093
6309,1554,6322,1597,12631,3151,40095
15800,4325,16888,3557,32688,7882,40097
5264,1276,5525,1259,10789,2535,40099
25770,6904,27841,6878,53611,13782,40101
4961,617,5314,514,10275,1131,40103
4128,968,4379,876,8507,1844,40105
4562,1234,4333,1219,8895,2453,40107
290614,69706,319677,62086,610291,131792,40109
15883,3339,16422,3157,32305,6496,40111
19240,3500,20344,3542,39584,7042,40113
12486,3031,13216,2909,25702,5940,40115
6814,1378,6761,1390,13575,2768,40117
33802,5931,33833,4760,67635,10691,40119
17011,4194,17701,4141,34712,8335,40121
14501,3790,15928,3381,30429,7171,40123
27591,5917,29672,5679,57263,11596,40125
4053,1387,4462,1195,8515,2582,40127
1630,235,1652,240,3282,475,40129
38004,5648,39145,5424,77149,11072,40131
9442,2759,10115,2725,19557,5484,40133
15333,4912,16477,4370,31810,9282,40135
18163,3303,19398,3340,37561,6643,40137
8757,2504,8372,1825,17129,4329,40139
2957,668,3127,598,6084,1266,40141
247089,54017,268472,48606,515561,102623,40143
31523,5502,33066,4991,64589,10493,40145
20860,3976,22595,3927,43455,7903,40147
5025,707,5024,670,10049,1377,40149
3677,585,3657,402,7334,987,40151
9307,902,8779,978,18086,1880,40153
6847,845,6962,883,13809,1728,41001
39465,3980,39520,3280,78985,7260,41003
171023,19794,179518,17540,350541,37334,41005
15177,2761,16376,2292,31553,5053,41007
21777,2706,22015,2569,43792,5275,41009
25506,4579,27783,3960,53289,8539,41011
9015,1309,9178,1372,18193,2681,41013
9356,1432,10131,1275,19487,2707,41015
69387,12338,72618,11600,142005,23938,41017
45725,6764,48143,5915,93868,12679,41019
754,177,787,152,1541,329,41021
3005,487,3207,443,6212,930,41023
3115,433,3168,407,6283,840,41025
9311,1994,9671,1692,18982,3686,41027
84534,16280,92282,14188,176816,30468,41029
8583,2016,8962,1739,17545,3755,41031
34548,5828,37702,4663,72250,10491,41033
28026,4452,28850,4124,56876,8576,41035
3203,540,3147,471,6350,1011,41037
150317,24192,161782,19249,312099,43441,41039
18568,3765,20081,3652,38649,7417,41041
50776,7628,53255,6574,104031,14202,41043
11227,2206,11663,2105,22890,4311,41045
131443,24315,141525,20041,272968,44356,41047
5057,741,4632,766,9689,1507,41049
323119,53210,345432,41447,668551,94657,41051
32708,4268,36242,3666,68950,7934,41053
704,199,766,126,1470,325,41055
10705,1559,10946,1557,21651,3116,41057
30466,5561,31784,4760,62250,10321,41059
10846,1648,11547,1416,22393,3064,41061
2903,428,3121,311,6024,739,41063
10397,1964,11059,1641,21456,3605,41065
238347,34065,251792,28520,490139,62585,41067
609,40,614,76,1223,116,41069
42081,6619,45550,4735,87631,11354,41071
45267,4419,46924,3839,92191,8258,42001
536490,48058,596998,35491,1133488,83549,42003
30637,2828,31315,2661,61952,5489,42005
75565,5976,81562,5378,157127,11354,42007
21515,2699,21871,2457,43386,5156,42009
179872,20953,191095,17231,370967,38184,42011
55111,5728,59618,4406,114729,10134,42013
26927,3428,28330,2923,55257,6351,42015
283543,20263,300110,16531,583653,36794,42017
84451,5945,88136,5118,172587,11063,42019
59888,5256,65635,4046,125523,9302,42021
2224,193,2302,105,4526,298,42023
28504,2939,29761,2620,58265,5559,42025
73881,5854,70268,4384,144149,10238,42027
226928,20920,240899,16180,467827,37100,42029
16960,2041,18309,1721,35269,3762,42031
33960,3682,35154,3195,69114,6877,42033
16748,2119,18306,1834,35054,3953,42035
29360,2388,32437,1957,61797,4345,42037
36696,5586,38231,5244,74927,10830,42039
105040,9174,113648,7226,218688,16400,42041
115148,13772,127773,11033,242921,24805,42043
241202,23418,269945,19730,511147,43148,42045
14208,1204,14844,791,29052,1995,42047
121595,12453,131087,9475,252682,21928,42049
57134,6460,62630,5263,119764,11723,42051
1618,95,1800,156,3418,251,42053
63891,10065,68419,8597,132310,18662,42055
6665,725,6698,562,13363,1287,42057
14997,1423,16705,1409,31702,2832,42059
18556,2031,19914,1550,38470,3581,42061
37802,5238,38940,4362,76742,9600,42063
19527,2451,19928,2305,39455,4756,42065
10386,1917,10615,1643,21001,3560,42067
91401,9669,101629,6991,193030,16660,42069
221257,34798,235699,31456,456956,66254,42071
38993,3672,41997,3459,80990,7131,42073
57116,8512,61657,6814,118773,15326,42075
151765,19454,165135,15567,316900,35021,42077
137597,14632,148186,11958,285783,26590,42079
51054,5422,52534,4512,103588,9934,42081
18718,1718,18801,1542,37519,3260,42083
48461,5240,53276,4406,101737,9646,42085
19174,3604,20046,3293,39220,6897,42087
71747,10430,76082,8624,147829,19054,42089
361453,25180,392043,20908,753496,46088,42091
7936,723,8717,523,16653,1246,42093
132436,12987,141524,9699,273960,22686,42095
39185,4548,41667,4065,80852,8613,42097
19945,2762,20190,2275,40135,5037,42099
612194,114397,726984,87190,1339178,201587,42101
25086,2848,25903,2381,50989,5229,42103
7682,900,7666,898,15348,1798,42105
61870,6938,64964,5868,126834,12806,42107
16547,3112,17299,2766,33846,5878,42109
32134,3445,33368,2942,65502,6387,42111
2854,366,2758,213,5612,579,42113
18579,2615,18736,2134,37315,4749,42115
18480,2352,18945,2094,37425,4446,42117
17003,2494,17874,2024,34877,4518,42119
23455,2613,25029,2049,48484,4662,42121
18265,1861,18589,1539,36854,3400,42123
93215,7837,99622,5900,192837,13737,42125
21793,2342,22210,1717,44003,4059,42127
161502,12108,173372,9949,334874,22057,42129
12674,1311,12815,1103,25489,2414,42131
193984,20254,205039,15547,399023,35801,42133
21668,1527,23909,1403,45577,2930,44001
73271,5936,79937,4404,153208,10340,44003
34929,3532,38696,2747,73625,6279,44005
259880,39761,291105,29863,550985,69624,44007
56838,3949,61538,3037,118376,6986,44009
10557,1616,11107,1521,21664,3137,45001
66457,11763,73660,10259,140117,22022,45003
3288,870,3874,725,7162,1595,45005
77981,13678,84828,13434,162809,27112,45007
5833,1422,6560,1456,12393,2878,45009
8393,1764,10059,1590,18452,3354,45011
65203,13044,74251,11394,139454,24438,45013
76790,14687,82601,13959,159391,28646,45015
5943,1245,6540,1110,12483,2355,45017
147518,27588,165993,24784,313511,52372,45019
22852,4085,24214,4363,47066,8448,45021
13333,2418,14555,2043,27888,4461,45023
18061,4230,20021,3415,38082,7645,45025
12476,2754,14807,2550,27283,5304,45027
13977,3684,16615,3138,30592,6822,45029
26494,5130,30063,5479,56557,10609,45031
11823,2818,13869,2550,25692,5368,45033
58873,9427,65555,8997,124428,18424,45035
10071,1561,10803,1356,20874,2917,45037
8822,2045,10276,1634,19098,3679,45039
54653,9130,64203,8756,118856,17886,45041
23043,5322,25907,5666,48950,10988,45043
191418,36038,210433,32540,401851,68578,45045
26455,5937,30943,5161,57398,11098,45047
7981,1277,8585,1251,16566,2528,45049
110502,30159,122928,25877,233430,56036,45051
9645,3107,10827,2293,20472,5400,45053
25576,4545,27680,4370,53256,8915,45055
31574,6691,35660,5498,67234,12189,45057
26436,5237,28520,5001,54956,10238,45059
6869,1249,7676,1059,14545,2308,45061
113462,18221,123168,15916,236630,34137,45063
3739,490,4037,355,7776,845,45065
11895,2774,14719,2576,26614,5350,45067
9909,2000,11330,1652,21239,3652,45069
15554,2451,17302,1876,32856,4327,45071
30610,5988,32900,4886,63510,10874,45073
33986,8236,40299,7329,74285,15565,45075
51713,7705,52787,7184,104500,14889,45077
151728,23127,176936,21861,328664,44988,45079
7809,2323,8061,1629,15870,3952,45081
116394,21970,128890,19821,245284,41791,45083
41053,7699,47931,7265,88984,14964,45085
11273,1890,12828,1661,24101,3551,45087
11827,2608,14320,2656,26147,5264,45089
100411,14632,109930,13654,210341,28286,45091
1228,120,1171,92,2399,212,46003
8284,702,7876,999,16160,1701,46005
1209,437,1419,333,2628,770,46007
2563,127,2707,185,5270,312,46009
15337,1441,14945,1191,30282,2632,46011
16936,1375,17705,1494,34641,2869,46013
2230,329,2358,273,4588,602,46015
498,529,542,469,1040,998,46017
4029,966,4329,836,8358,1802,46019
702,29,757,60,1459,89,46021
3578,909,3650,869,7228,1778,46023
1657,175,1603,126,3260,301,46025
6070,851,6226,656,12296,1507,46027
12669,1152,12462,1165,25131,2317,46029
1558,565,1619,407,3177,972,46031
3586,437,3623,442,7209,879,46033
8778,1039,9135,456,17913,1495,46035
2426,334,2393,305,4819,639,46037
2086,138,1909,140,3995,278,46039
1728,959,1860,987,3588,1946,46041
1168,245,1283,181,2451,426,46043
1770,142,1888,97,3658,239,46045
2999,348,3005,351,6004,699,46047
1135,88,1011,70,2146,158,46049
3334,406,3284,156,6618,562,46051
1909,213,1848,206,3757,419,46053
938,104,924,78,1862,182,46055
2741,245,2698,157,5439,402,46057
1529,163,1557,71,3086,234,46059
1601,123,1553,106,3154,229,46061
612,57,586,50,1198,107,46063
7561,789,7576,567,15137,1356,46065
3235,294,3261,193,6496,487,46067
644,56,600,76,1244,132,46069
1213,368,1242,371,2455,739,46071
877,76,983,54,1860,130,46073
326,64,332,59,658,123,46075
2374,181,2323,141,4697,322,46077
5612,476,5438,410,11050,886,46079
10268,1828,10732,1570,21000,3398,46081
23479,1225,23552,1339,47031,2564,46083
1540,469,1464,342,3004,811,46085
2512,236,2556,160,5068,396,46087
935,208,971,61,1906,269,46089
2212,202,1946,276,4158,478,46091
11335,1390,10920,1420,22255,2810,46093
733,290,867,162,1600,452,46095
1070,81,1019,94,2089,175,46097
78600,9208,81047,7340,159647,16548,46099
2765,439,2955,224,5720,663,46101
3849,2948,5023,2313,8872,5261,46102
44048,6865,45946,6281,89994,13146,46103
1314,183,1308,131,2622,314,46105
1000,78,1059,94,2059,172,46107
4011,1062,4127,920,8138,1982,46109
1130,77,1005,73,2135,150,46111
3000,267,2865,288,5865,555,46115
1328,167,1350,117,2678,284,46117
712,111,600,46,1312,157,46119
3268,1556,3624,1455,6892,3011,46121
2333,379,2383,265,4716,644,46123
3818,305,3733,289,7551,594,46125
6911,503,6929,379,13840,882,46127
2297,304,2438,278,4735,582,46129
9303,1212,9798,833,19101,2045,46135
958,433,1131,311,2089,744,46137
31601,4647,34889,3459,66490,8106,47001
18606,3862,20181,2944,38787,6806,47003
6716,1206,6888,1290,13604,2496,47005
5313,1192,5129,829,10442,2021,47007
52291,7725,57700,6300,109991,14025,47009
41416,7723,45811,6183,87227,13906,47011
16363,2910,18002,2375,34365,5285,47013
5791,915,6198,715,11989,1630,47015
11861,1745,12746,1520,24607,3265,47017
22671,4536,24963,3704,47634,8240,47019
16596,2798,17778,1931,34374,4729,47021
6992,1252,7753,1251,14745,2503,47023
13480,1832,14369,1537,27849,3369,47025
3289,504,3422,472,6711,976,47027
14340,2761,15175,2755,29515,5516,47029
21912,3746,23965,3245,45877,6991,47031
5490,1360,6572,965,12062,2325,47033
23269,4419,25675,3444,48944,7863,47035
257116,55169,294365,43931,551481,99100,47037
4817,783,5231,628,10048,1411,47039
7851,1534,8119,1287,15970,2821,47041
21205,3245,22550,2955,43755,6200,47043
16136,1960,17505,1914,33641,3874,47045
16771,2081,17849,1678,34620,3759,47047
7050,1592,7986,1068,15036,2660,47049
17691,2152,18771,2174,36462,4326,47051
19759,3175,22788,2799,42547,5974,47053
11866,2083,13097,1514,24963,3597,47055
9876,1399,10088,1227,19964,2626,47057
27714,5087,30385,4211,58099,9298,47059
5078,1516,5653,1091,10731,2607,47061
24472,5810,27420,4556,51892,10366,47063
143730,21800,161207,17627,304937,39427,47065
2707,442,2959,371,5666,813,47067
9478,1499,10360,1465,19838,2964,47069
10421,2093,11258,1736,21679,3829,47071
23655,3800,26009,2563,49664,6363,47073
6982,1432,8640,961,15622,2393,47075
11764,1556,12878,1541,24642,3097,47077
13056,2240,14504,1927,27560,4167,47079
9243,2136,9564,1870,18807,4006,47081
3525,482,3603,487,7128,969,47083
7632,1281,8283,831,15915,2112,47085
4755,970,4997,596,9752,1566,47087
22099,3314,23371,2941,45470,6255,47089
6761,1094,7420,917,14181,2011,47091
188715,25474,205163,21468,393878,46942,47093
1964,378,2389,250,4353,628,47095
9660,1851,11096,1950,20756,3801,47097
16920,3586,17705,3572,34625,7158,47099
5069,822,4928,891,9997,1713,47101
14055,2213,15084,1824,29139,4037,47103
21340,2980,22655,2853,43995,5833,47105
21366,3828,23727,2762,45093,6590,47107
10633,1884,11543,1691,22176,3575,47109
9374,1653,10107,1307,19481,2960,47111
39539,6281,45874,5340,85413,11621,47113
11793,1866,12648,1684,24441,3550,47115
12891,2314,13708,1923,26599,4237,47117
34469,5451,38701,4290,73170,9741,47119
4855,816,5065,839,9920,1655,47121
19103,3290,19523,2866,38626,6156,47123
70256,10425,82598,9307,152854,19732,47125
2754,284,2852,367,5606,651,47127
7940,1055,8613,955,16553,2010,47129
12513,2215,14041,1941,26554,4156,47131
9276,1406,9830,1293,19106,2699,47133
3169,731,3164,667,6333,1398,47135
2078,391,2231,305,4309,696,47137
7102,1098,7282,968,14384,2066,47139
29982,5917,32553,4582,62535,10499,47141
13770,2097,14544,1610,28314,3707,47143
22459,3278,24188,2686,46647,5964,47145
27866,4735,30884,3162,58750,7897,47147
119135,18793,127230,15032,246365,33825,47149
8916,1704,9606,1510,18522,3214,47151
6370,702,6438,861,12808,1563,47153
35661,9701,38995,8383,74656,18084,47155
362755,75492,425842,61338,788597,136830,47157
8337,1010,8590,954,16927,1964,47159
5719,822,5829,726,11548,1548,47161
64972,9918,71960,8207,136932,18125,47163
72373,9532,78051,8131,150424,17663,47165
25881,4018,27879,2992,53760,7010,47167
3132,702,3604,304,6736,1006,47169
7447,1353,7908,1026,15355,2379,47171
8076,1337,8249,1273,16325,2610,47173
2385,342,2324,444,4709,786,47175
16252,3256,17765,2210,34017,5466,47177
52464,7566,56336,7167,108800,14733,47179
6169,1124,6540,956,12709,2080,47181
14459,2122,15906,1468,30365,3590,47183
10891,1717,11526,1711,22417,3428,47185
91344,5695,96717,5137,188061,10832,47187
52625,6781,56770,5281,109395,12062,47189
18394,4247,18148,4112,36542,8359,48001
7005,1505,6326,1847,13331,3352,48003
32551,8647,36126,8248,68677,16895,48005
9334,2419,9949,2164,19283,4583,48007
3703,631,3866,508,7569,1139,48009
835,119,837,87,1672,206,48011
18670,4520,18867,4536,37537,9056,48013
11830,2424,11973,2414,23803,4838,48015
2577,1020,2319,1080,4896,2100,48017
8362,1913,8601,1726,16963,3639,48019
30120,7315,30045,7386,60165,14701,48021
1359,397,1524,275,2883,672,48023
9837,2439,9597,3215,19434,5654,48025
122102,21650,138608,21336,260710,42986,48027
708529,166188,762263,156662,1470792,322850,48029
4327,1037,4158,1089,8485,2126,48031
352,10,314,29,666,39,48033
6862,1821,7135,1805,13997,3626,48035
34412,7917,38080,7433,72492,15350,48037
132481,26179,136174,26559,268655,52738,48039
85232,16282,85931,13975,171163,30257,48041
3454,921,3970,808,7424,1729,48043
659,212,618,181,1277,393,48045
2335,1150,2526,887,4861,2037,48047
14557,3542,16086,2617,30643,6159,48049
7037,1491,6762,1830,13799,3321,48051
17966,3763,18362,3739,36328,7502,48053
13968,4891,14535,4039,28503,8930,48055
8824,1912,8892,1844,17716,3756,48057
4976,1607,5360,1508,10336,3115,48059
137295,62556,146719,68645,284014,131201,48061
4688,1389,4971,1400,9659,2789,48063
2499,411,2655,455,5154,866,48065
11536,2986,12405,2993,23941,5979,48067
2591,1412,2678,1177,5269,2589,48069
15184,3360,15082,3420,30266,6780,48071
19081,5260,19740,4874,38821,10134,48073
2421,470,2582,350,5003,820,48075
4461,766,4233,943,8694,1709,48077
1002,497,1038,412,2040,909,48079
1277,310,1282,252,2559,562,48081
3084,1115,3194,1106,6278,2221,48083
364117,57505,384036,53416,748153,110921,48085
1119,351,1189,337,2308,688,48087
8211,1852,8609,1745,16820,3597,48089
49481,9194,51021,8970,100502,18164,48091
4842,1755,5054,1778,9896,3533,48093
1211,148,1081,245,2292,393,48095
15879,2963,16252,3158,32131,6121,48097
23726,2768,29019,3462,52745,6230,48099
582,204,557,167,1139,371,48101
1940,387,1840,469,3780,856,48103
1499,308,1388,424,2887,732,48105
2246,626,2210,834,4456,1460,48107
881,231,916,255,1797,486,48109
2899,819,2415,842,5314,1661,48111
887696,324950,964891,287195,1852587,612145,48113
4527,1246,4383,1466,8910,2712,48115
7472,1901,7461,2224,14933,4125,48117
2060,509,2158,425,4218,934,48119
304587,52747,318578,51497,623165,104244,48121
7634,1642,7941,1559,15575,3201,48123
824,199,842,212,1666,411,48125
3776,1372,4082,1357,7858,2729,48127
1346,377,1596,221,2942,598,48129
4007,1549,3919,1571,7926,3120,48131
6769,2117,7380,1794,14149,3911,48133
57129,17173,55289,18582,112418,35755,48135
686,156,879,173,1565,329,48137
62565,14337,64983,13907,127548,28244,48139
283850,99022,317237,104788,601087,203810,48141
15099,4392,15903,4153,31002,8545,48143
5895,1842,6431,1364,12326,3206,48145
12352,2745,13042,2688,25394,5433,48147
10407,1766,10148,2107,20555,3873,48149
1412,390,1642,390,3054,780,48151
2239,772,2521,597,4760,1369,48153
496,73,531,64,1027,137,48155
270364,48895,285749,48185,556113,97080,48157
4374,940,4210,961,8584,1901,48159
7124,1715,7321,1907,14445,3622,48161
6192,1524,5279,2060,11471,3584,48163
6378,3133,6053,3244,12431,6377,48165
124825,25166,129851,23892,254676,49058,48167
1545,484,1668,457,3213,941,48169
9971,2226,10717,2091,20688,4317,48171
516,139,446,79,962,218,48173
3155,413,3291,434,6446,847,48175
7522,2441,7408,2512,14930,4953,48177
8533,2177,8407,2220,16940,4397,48179
47981,11386,51363,10713,99344,22099,48181
46507,12687,50620,11455,97127,24142,48183
9497,2198,9357,2658,18854,4856,48185
58660,10828,61380,10367,120040,21195,48187
12814,3663,13412,3543,26226,7206,48189
1206,370,1129,440,2335,810,48191
3075,826,3688,443,6763,1269,48193
2276,489,2246,478,4522,967,48195
1532,391,1712,345,3244,736,48197
22225,4897,22861,4952,45086,9849,48199
1618879,533586,1696701,486665,3315580,1020251,48201
26040,6171,27465,6090,53505,12261,48203
1984,342,1959,339,3943,681,48205
2190,440,1988,403,4178,843,48207
71610,15558,77014,11636,148624,27194,48209
1552,448,1536,527,3088,975,48211
29559,8648,32037,7881,61596,16529,48213
257222,135536,272464,146125,529686,281661,48215
13420,3402,13665,3769,27085,7171,48217
8887,2518,9184,2584,18071,5102,48219
21323,4472,22328,4299,43651,8771,48221
13492,3928,13916,3871,27408,7799,48223
7507,1746,8766,1747,16273,3493,48225
12648,2774,12681,2779,25329,5553,48227
1042,336,1171,410,2213,746,48229
34231,8835,36106,8048,70337,16883,48231
9028,1827,8766,2079,17794,3906,48233
667,157,679,139,1346,296,48235
3106,830,3066,731,6172,1561,48237
5925,1003,6262,1059,12187,2062,48239
13089,3502,14946,3329,28035,6831,48241
852,206,801,310,1653,516,48243
89861,26481,96227,26458,186088,52939,48245
1827,803,2053,533,3880,1336,48247
15575,4670,16196,4620,31771,9290,48249
59557,16156,61348,15792,120905,31948,48251
4378,973,5783,1398,10161,2371,48253
5180,1052,5187,770,10367,1822,48255
42193,10864,45071,10169,87264,21033,48257
15599,2200,16888,2215,32487,4415,48259
198,97,192,78,390,175,48261
342,64,325,40,667,104,48263
19403,4288,20616,4902,40019,9190,48265
1637,572,1700,518,3337,1090,48267
87,49,120,11,207,60,48269
1293,445,1131,354,2424,799,48271
12628,3469,11798,3467,24426,6936,48273
1500,326,1457,384,2957,710,48275
19257,4479,20227,4937,39484,9416,48277
5326,1561,5166,1487,10492,3048,48279
7621,1924,8352,1832,15973,3756,48281
2213,983,2280,814,4493,1797,48283
7766,1495,8471,1382,16237,2877,48285
6798,1244,6613,1521,13411,2765,48287
6688,1571,6745,1716,13433,3287,48289
27695,8434,27444,7858,55139,16292,48291
8344,3005,8787,2345,17131,5350,48293
1508,341,1254,335,2762,676,48295
4064,886,4176,1158,8240,2044,48297
7598,1502,8376,1594,15974,3096,48299
53,21,33,10,86,31,48301
115181,25530,121041,24799,236222,50329,48303
2195,677,2271,590,4466,1267,48305
3306,740,3409,691,6715,1431,48307
93849,21068,102138,20131,195987,41199,48309
341,64,349,24,690,88,48311
3731,850,4045,1023,7776,1873,48313
3761,1077,4209,1053,7970,2130,48315
1974,612,1847,754,3821,1366,48317
1535,652,1463,407,2998,1059,48319
13769,4128,14174,4112,27943,8240,48321
18607,8661,18814,9758,37421,18419,48323
18545,3569,19705,2956,38250,6525,48325
751,290,844,250,1595,540,48327
59415,15246,59879,15709,119294,30955,48329
9871,1918,10224,1877,20095,3795,48331
1887,288,2108,436,3995,724,48333
2548,788,2835,570,5383,1358,48335
7160,2262,7429,2328,14589,4590,48337
203475,43375,212877,39838,416352,83213,48339
9007,2403,8437,2236,17444,4639,48341
4990,1057,5323,1189,10313,2246,48343
387,209,356,119,743,328,48345
24195,6779,26244,7459,50439,14238,48347
18433,4787,18895,5267,37328,10054,48349
5334,1736,5786,1018,11120,2754,48351
6040,1512,5859,1464,11899,2976,48353
135715,34184,144940,32292,280655,66476,48355
4160,1228,3919,1275,8079,2503,48357
661,100,780,96,1441,196,48359
33263,7689,34818,6744,68081,14433,48361
10384,3285,10729,3244,21113,6529,48363
9312,2118,10013,2259,19325,4377,48365
49667,9106,50821,9399,100488,18505,48367
3800,1306,3758,1058,7558,2364,48369
5464,1551,5490,1261,10954,2812,48371
16766,4163,16862,4307,33628,8470,48373
42602,14415,45405,13402,88007,27817,48375
2424,1181,2368,1331,4792,2512,48377
4399,1209,4318,1044,8717,2253,48379
53379,8330,56164,8041,109543,16371,48381
1249,595,1150,572,2399,1167,48383
1270,354,1232,409,2502,763,48385
4706,1311,5175,1168,9881,2479,48387
4368,860,4883,1253,9251,2113,48389
2911,661,2944,602,5855,1263,48391
384,58,414,75,798,133,48393
6344,1812,6681,1499,13025,3311,48395
36281,5253,38024,5226,74305,10479,48397
4146,935,4227,928,8373,1863,48399
18852,5291,19359,5367,38211,10658,48401
3777,1276,4130,1174,7907,2450,48403
3122,964,3314,1087,6436,2051,48405
10737,2597,10586,2956,21323,5553,48407
25544,6973,26358,6379,51902,13352,48409
2429,513,2000,298,4429,811,48411
1188,394,1217,425,2405,819,48413
6772,1109,6466,1407,13238,2516,48415
1309,307,1413,304,2722,611,48417
9184,3301,9996,3064,19180,6365,48419
1143,410,1167,303,2310,713,48421
82135,21568,91107,20424,173242,41992,48423
3218,875,3453,874,6671,1749,48425
18529,11332,20213,12022,38742,23354,48427
3528,915,3147,1191,6675,2106,48429
501,179,472,156,973,335,48431
568,113,571,111,1139,224,48433
1496,515,1329,601,2825,1116,48435
2853,616,3068,567,5921,1183,48437
739469,189027,793135,177419,1532604,366446,48439
51598,10570,56226,11336,107824,21906,48441
363,67,416,75,779,142,48443
4344,1483,4434,1352,8778,2835,48445
585,135,639,175,1224,310,48447
12377,3575,12702,3605,25079,7180,48449
43247,10045,46420,10234,89667,20279,48451
454074,106121,467836,86190,921910,192311,48453
5485,1489,5866,1491,11351,2980,48455
7657,1696,8058,1627,15715,3323,48457
16130,3570,16157,3745,32287,7315,48459
1214,378,1316,439,2530,817,48461
9925,3035,10651,2984,20576,6019,48463
17516,5036,17926,5882,35442,10918,48465
20005,5621,21102,5344,41107,10965,48467
35369,8179,36915,8540,72284,16719,48469
19845,3706,24287,4320,44132,8026,48471
17736,5186,17510,5160,35246,10346,48473
4602,906,4370,1217,8972,2123,48475
13553,3285,14529,2211,28082,5496,48477
85837,40609,91945,42511,177782,83120,48479
15744,4348,16861,4001,32605,8349,48481
2148,673,2094,633,4242,1306,48483
45680,9621,51992,10046,97672,19667,48485
5337,1132,5308,1217,10645,2349,48487
6349,3273,6820,3070,13169,6343,48489
199404,30976,211551,27780,410955,58756,48491
19112,3384,19368,2993,38480,6377,48493
2829,879,2766,995,5595,1874,48495
24533,5501,24716,5520,49249,11021,48497
16976,3633,17291,4003,34267,7636,48499
3063,1048,3125,966,6188,2014,48501
6888,2148,7086,1934,13974,4082,48503
4838,2306,4663,2467,9501,4773,48505
4441,1286,4639,1440,9080,2726,48507
2849,421,2673,440,5522,861,49001
23124,2303,23051,2112,46175,4415,49003
51912,6142,53168,5493,105080,11635,49005
8742,1467,9307,1195,18049,2662,49007
290,10,335,16,625,26,49009
